"class","order","family","genus","sci_name","atlantic","ne_pacific","nw_pacific","indian","mediterranean","s_pacific","alb_global_analysis","cclme_alb_diet","cclme_fed_saip_pre","cclme_frdcps","cclme_dfo","cclme_iys","atl_med_ind","pacific"
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis","Galiteuthis armata",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Cranchiidae","Galiteuthis","Galiteuthis phyllura",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Actinopterygii","Gasterosteiformes","Gasterosteidae","Gasterosteus","Gasterosteus aculeatus",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Perciformes","Gempylidae","Gempylus","Gempylus serpens",0,1,0,1,0,0,1,0,0,0,0,0,1,1
"Malacostraca","Decapoda","Benthesicymidae","Gennadas","Gennadas elegans",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Sciaenidae","Genyonemus","Genyonemus lineatus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus",0,1,0,0,0,0,1,0,1,1,1,0,0,1
"Actinopterygii","Anguilliformes","Congridae","Gnathophis","Gnathophis cinctus",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis","Gonatopsis borealis",0,1,1,0,0,0,1,1,1,1,0,0,0,1
"Cephalopoda","Oegopsida","Gonatidae","Gonatus","Gonatus berryi",0,0,1,0,0,0,1,0,0,1,0,0,0,1
"Cephalopoda","Oegopsida","Gonatidae","Gonatus","Gonatus californiensis",0,1,0,0,0,0,1,1,0,0,0,0,0,1
"Cephalopoda","Oegopsida","Gonatidae","Gonatus","Gonatus onyx",0,1,0,0,0,0,1,1,1,1,0,1,0,1
"Cephalopoda","Oegopsida","Gonatidae","Gonatus","Gonatus pyros",0,1,0,0,0,0,1,1,0,1,0,0,0,1
"Cephalopoda","Oegopsida","Gonatidae","Gonatus","Gonatus steenstrupi",1,1,0,0,0,0,1,0,0,0,0,0,1,1
"Cephalopoda","Oegopsida","Chiroteuthidae","Grimalditeuthis","Grimalditeuthis bonplandi",0,0,0,1,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Perciformes","Labridae","Halichoeres","Halichoeres nicholsi",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Cephalopoda","Octopoda","Alloposidae","Haliphron","Haliphron atlanticus",1,0,0,0,0,0,1,0,0,1,0,0,1,1
"Cephalopoda","Oegopsida","Cranchiidae","Heliococranchia","Helicocranchia pfefferi",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Heliocolenus","Helicolenus dactylopterus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","Hemilepidotus hemilepidotus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Cottidae","Hemilepidotus","Hemilepidotus spinosus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Malacostraca","Decapoda","Pandalidae","Heterocarpus","Heterocarpus laevigatus",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Sepiida","Sepiolidae","Heteroteuthis","Heteroteuthis (Heteroteuthis) dispar",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Pleuronectiformes","Paralichthyidae","Hippoglossina","Hippoglossina stomata",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis","Histioteuthis bonnellii",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis","Histioteuthis heteropsis",0,1,0,0,0,0,1,1,0,1,0,0,0,1
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis","Histioteuthis meleagroteuthis",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis","Histioteuthis reversa",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Malacostraca","Mysida","Mysidae","Holmesimysis","Holmesimysis sculpta",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tentaculata","Cydippida","Pleurobrachiidae","Hormiphora","Hormiphora cucumis",0,0,0,0,0,0,0,0,0,1,0,1,0,1
"Cephalopoda","Oegopsida","Ommastrephidae","Hyaloteuthis","Hyaloteuthis pelagica",0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","Hydrolagus colliei",0,0,0,0,0,0,0,0,0,1,1,0,0,1
"Actinopterygii","Myctophiformes","Myctophidae","Hygophum","Hygophum hygomii",1,0,0,0,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Myctophiformes","Myctophidae","Hygophum","Hygophum reinhardtii",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Malacostraca","Amphipoda","Hyperiidae","Hyperia","Hyperia galba",1,0,0,0,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Osmeriformes","Osmeridae","Hypomesus","Hypomesus pretiosus",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Perciformes","Centrolophidae","Icichthys","Icichthys lockingtoni",0,1,0,0,0,0,1,1,1,1,1,1,0,1
"Actinopterygii","Perciformes","Icosteidae","Icosteus","Icosteus aenigmaticus",0,0,0,0,0,0,0,0,1,1,1,0,0,1
"Actinopterygii","Stomiiformes","Stomiidae","Idiacanthus","Idiacanthus antrostomus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Malacostraca","Isopoda","Idoteidae","Idotea","Idotea metallica",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Ommastrephidae","Illex","Illex argentinus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Ommastrephidae","Illex","Illex coindetii",0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Isopsetta","Isopsetta isolepis",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Isopsetta","Isopsetta lepidopsetta",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Malacostraca","Decapoda","Oplophoridae","Janicella","Janicella spinicauda",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Gastropoda","Caenogastropoda","Epitoniodea","Janthina","Janthina exigua",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Octopoda","Amphitretidae","Japetella","Japetella diaphana",1,0,0,1,0,0,1,0,0,1,0,0,1,1
"Cephalopoda","Octopoda","Amphitretidae","Japetella","Japetella heathi",0,1,0,0,0,1,1,1,1,0,0,0,0,1
"Actinopterygii","Perciformes","Scombridae","Katsuwonus","Katsuwonus pelamis",0,1,0,0,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Tetraodontiformes","Ostraciidae","Lactoria","Lactoria diaphana",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Actinopterygii","Tetraodontiformes","Tetraodontidae","Lagocephalus","Lagocephalus lagocephalus",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Elasmobranchii","Lamniformes","Lamnidae","Lamna","Lamna ditropis",0,0,0,0,0,0,0,0,0,1,1,0,0,1
"Actinopterygii","Myctophiformes","Myctophidae","Lampadena","Lampadena luminosa",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Myctophiformes","Myctophidae","Lampadena","Lampadena urophaos",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctodes","Lampanyctodes hectoris",1,0,0,0,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus alatus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus crocodilus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus intricarius",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus regalis",0,1,0,0,0,0,1,0,1,1,0,0,0,1
"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus ritteri",0,1,0,0,0,0,1,1,1,1,0,0,0,1
"Actinopterygii","Lampriformes","Lampridae","Lampris","Lampris guttatus",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Malacostraca","Amphipoda","Lanceolidae","Lanceola","Lanceola sayana",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Cranchiidae","Leachia","Leachia pacifica",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Perciformes","Gempylidae","Lepidocybium","Lepidocybium flavobrunneum",0,0,0,1,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Perciformes","Gobiidae","Lepidogobius","Lepidogobius lepidus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","Lepidopsetta bilineata",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Malacostraca","Amphipoda","Oxycephalidae","Leptocotis","Leptocotis tenuirostris",0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Cottidae","Leptocottus","Leptocottus armatus",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops","Lestidiops ringens",0,1,0,0,0,0,1,1,1,1,0,1,0,1
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops","Lestidiops similis",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops","Lestidiops sphyrenoides",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Aulopiformes","Paralepididae","Lestrolepis","Lestrolepis intermedia",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus schmidti",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus stilbius",0,1,0,0,0,0,1,0,1,1,0,0,0,1
"Cephalopoda","Oegopsida","Cranchiidae","Liocranchia","Liocranchia reinhardtii",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis fucensis",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Liparidae","Liparis","Liparis pulchellus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Argentiniformes","Bathylagidae","Lipolagus","Lipolagus ochotensis",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Myctophiformes","Myctophidae","Lobianchia","Lobianchia gemellarii",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Zoarcidae","Lycenchelys","Lycenchelys crotalinus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Perciformes","Zoarcidae","Lycodapus","Lycodapus fierasfer",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Perciformes","Zoarcidae","Lycodapus","Lycodapus mandibularis",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Perciformes","Zoarcidae","Lycodes","Lycodes cortezianus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Perciformes","Zoarcidae","Lycodes","Lycodes pacificus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cephalopoda","Oegopsida","Lycoteuthidae","Lycoteuthis","Lycoteuthis lorigera",1,0,0,0,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Lyopsetta","Lyopsetta exilis",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Malacostraca","Stomatopoda","Lysiosquillidae","Lysiosquilla","Lysiosquilla tredecimdentata",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Aulopiformes","Paralepididae","Macroparalepis","Macroparalepis affinis",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Syngnathiformes","Centriscidae","Macroramphosus","Macroramphosus gracilis",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Syngnathiformes","Centriscidae","Macroramphosus","Macroramphosus scolopax",1,1,0,0,0,1,1,0,0,0,0,0,1,1
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis","Magnisudis atlantica",0,1,0,1,0,0,1,1,0,0,0,0,1,1
"Actinopterygii","Perciformes","Istiophoridae","Makaira","Makaira mazara",0,0,0,1,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Stomiiformes","Stomiidae","Malacosteus","Malacosteus niger",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus",0,0,0,0,0,0,0,0,0,1,0,0,1,1
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis","Mastigoteuthis dentata",0,1,0,0,0,0,1,1,0,0,0,0,0,1
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigotragus","Mastigotragus pyrodes",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Tetraodontiformes","Molidae","Masturus","Masturus lanceolatus",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus imperatorius",0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus muelleri",1,0,0,1,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Kyphosidae","Medialuna","Medialuna californiensis",0,1,0,0,0,0,1,1,0,0,0,0,0,1
"Malacostraca","Euphausiacea","Euphausiidae","Meganycitphanes","Meganyctiphanes norvegica",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Melamphaes","Melamphaes lugubris",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias","Melanostomias valdiviae",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius productus",0,1,0,0,0,0,1,1,1,1,1,0,0,1
"Malacostraca","Decapoda","Cancridae","Metacarcinus","Metacarcinus magister",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Malacostraca","Decapoda","Cancridae","Metacarcinus","Metacarcinus oregonensis/productus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Gadiformes","Gadidae","Microgadus","Microgadus proximus",0,1,0,0,0,0,1,0,1,1,0,0,0,1
"Actinopterygii","Gadiformes","Gadidae","Micromesistius","Micromesistius poutassou",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Argentiniformes","Microstomatidae","Microstoma","Microstoma microstoma",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus pacificus",0,1,0,0,0,0,1,0,1,1,0,1,0,1
"Actinopterygii","Tetraodontiformes","Molidae","Mola","Mola mola",0,0,0,0,0,0,0,0,1,1,1,0,0,1
"Actinopterygii","Argentiniformes","Opisthoproctidae","Monacoa","Monacoa grimaldii",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus",0,1,0,0,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Perciformes","Mullidae","Mullus","Mullus barbatus barbatus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Malacostraca","Decapoda","Munididae","Munida","Munida quadrispina",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum","Myctophum punctatum",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Argentiniformes","Microstomatidae","Nansenia","Nansenia candida",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Argentiniformes","Microstomatidae","Nansenia","Nansenia macrolepis",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Malacostraca","Stomatopoda","Squillidae","Natosquilla","Natosquilla investigatoris",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Gempylidae","Nealotus","Nealotus tripes",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis difficilis",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis megalops",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Anguilliformes","Nemichthyidae","Nemichthys","Nemichthys scolopaceus",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Malacostraca","Stomatopoda","Squillidae","Neoanchisquilla","Neoanchisquilla tuberculata",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Malacostraca","Lophogastrida","Gnathophausiidae","Negnathophausia","Neognathophausia gigas",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia","Neognathophausia ingens",1,0,0,0,0,0,1,0,0,0,0,0,1,1
"Malacostraca","Mysida","Mysidae","Neomysis","Neomysis rayii",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Malacostraca","Decapoda","Callianassidae","Neotrypaea","Neotrypaea californiensis",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus","Nesiarchus nasutus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus kroyeri",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Myctophiformes","Myctophidae","Notoscopelus","Notoscopelus resplendens",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes","Nyctiphanes australis",0,0,0,0,0,1,1,0,0,0,0,0,0,1
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis","Octopoteuthis deletron",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis","Octopoteuthis nielseni",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis","Octopoteuthis rugosa",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis","Octopoteuthis sicula",1,1,0,0,1,0,1,1,0,0,0,0,1,1
"Cephalopoda","Octopoda","Octopodidae","Octopus","Octopus bimaculatus",0,1,0,0,0,0,1,1,0,0,0,0,0,1
"Cephalopoda","Octopoda","Octopodidae","Octopus","Octopus rubescens",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Cephalopoda","Octopoda","Octopodidae","Octopus","Octopus vulgaris",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Octopoda","Ocythoidae","Ocythoe","Ocythoe tuberculata",1,1,0,0,1,0,1,1,1,1,0,0,1,1
"Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus","Odontodactylus hansenii",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus","Odontodactylus scyllarus",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Scorpaeniformes","Agonidae","Odontopyxis","Odontopyxis trispinosa",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Cephalopoda","Oegopsida","Ommastrephidae","Ommastrephes","Ommastrephes bartramii",1,0,1,1,1,1,1,0,0,0,0,0,1,1
"Actinopterygii","Aulopiformes","Omosudidae","Omosudis","Omosudis lowii",1,0,0,1,0,1,1,0,0,0,0,0,1,1
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha",0,0,0,0,0,0,0,0,0,1,1,0,0,1
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta",0,0,0,0,0,0,0,0,0,1,1,1,0,1
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch",0,0,0,0,0,0,0,0,1,1,1,1,0,1
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka",0,0,0,0,0,0,0,0,0,1,1,1,0,1
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha",0,0,0,0,0,0,0,0,1,1,1,1,0,1
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis","Onychoteuthis banksii",1,1,1,1,1,0,1,0,0,0,0,0,1,1
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis","Onychoteuthis borealijaponica",0,1,1,0,0,0,1,1,1,1,0,1,0,1
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia","Onykia loennbergii",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Onychoteuthidae","Onykia","Onykia robusta",0,1,0,0,0,0,1,1,1,0,0,0,0,1
"Actinopterygii","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus zophochir",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Ophidiiformes","Ophidiidae","Ophidion","Ophidion scrippsae",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Hexagrammidae","Ophiodon","Ophiodon elongatus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Cephalopoda","Octopoda","Opisthoteuthidae","Opisthoteuthis","Opisthoteuthis californiana",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Malacostraca","Decapoda","Oplophoridae","Oplophorus","Oplophorus typus",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis","Ornithoteuthis antillarum",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Ommastrephidae","Ornithoteuthis","Ornithoteuthis volatilis",1,0,0,1,0,1,1,0,0,0,0,0,1,1
"Actinopterygii","Tetraodontiformes","Ostraciidae","Ostracion","Ostracion cubicum",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Scorpaeniformes","Hexagrammidae","Oxylebius","Oxylebius pictus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Malacostraca","Decapoda","Palinuridae","Palinurus","Palinurus mauritanicus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Malacostraca","Decapoda","Pandalidae","Pandalus","Pandalus jordani",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Malacostraca","Decapoda","Pandalidae","Pandalus","Pandalus platyceros",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis","Paralepis coregonoides",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Aulopiformes","Paralepididae","Paralepis","Paralepis speciosa",0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys californicus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae","Parapasiphae sulcatifrons",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Malacostraca","Amphipoda","Eupronoidae","Parapronoe","Parapronoe crustulum",0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","Parophrys vetulus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Malacostraca","Decapoda","Scyllaridae","Parribacus","Parribacus antarcticus",0,0,0,1,0,0,1,0,0,0,0,0,1,0
