"class","order","family","genus","sci_name","atlantic","ne_pacific","nw_pacific","indian","mediterranean","s_pacific","alb_global_analysis","cclme_alb_diet","cclme_fed_saip_pre","cclme_frdcps","cclme_dfo","cclme_iys","atl_med_ind","pacific"
"Malacostraca","Decapoda","Pasiphaeidae","Pasiphaea","Pasiphaea pacifica",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Perciformes","Stromateidae","Peprilus","Peprilus simillimus",0,1,0,0,0,0,1,0,1,1,0,0,0,1
"Scyphozoa","Coronatae","Periphyllidae","Periphylla","Periphylla periphylla",0,0,0,0,0,0,0,0,1,0,0,1,1,1
"Actinopterygii","Scorpaeniformes","Peristediidae","Peristedion","Peristedion gracile",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Scyphozoa","Semaeostomeae","Phacellophoridae","Phacellophora","Phacellophora camtschatica",0,0,0,0,0,0,0,0,1,1,0,1,0,1
"Actinopterygii","Stomiiformes","Stomiidae","Photonectes","Photonectes margarita",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Malacostraca","Amphipoda","Phronimidae","Phronima","Phronima sedentaria",1,1,1,1,1,0,1,1,0,0,0,0,1,1
"Malacostraca","Amphipoda","Phrosinidae","Phrosina","Phrosina semilunata",1,1,1,1,1,1,1,0,0,0,0,0,1,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus",0,0,0,0,0,0,0,0,1,1,1,0,0,1
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus","Platyscelus armatus",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus","Platyscelus ovoides",1,0,1,1,1,0,1,0,0,0,0,0,1,1
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus","Platyscelus serratulus",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Stichaeidae","Plectobranchus","Plectobranchus evides",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Tentaculata","Cydippida","Pleurobrachiidae","Pleurobrachia","Pleurobrachia bachei",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Tentaculata","Cydippida","Pleurobrachiidae","Pleurobrachia","Pleurobrachia pileus",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Malacostraca","Decapoda","Munididae","Pleuroncodes","Pleuroncodes planipes",0,1,0,0,0,0,1,1,1,1,0,0,0,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys coenosus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys decurrens",0,1,0,0,0,0,1,1,1,1,0,0,0,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys verticalis",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Agonidae","Podothecus","Podothecus accipenserinus",0,0,0,0,0,0,0,0,1,1,1,0,0,1
"Malacostraca","Decapoda","Polybiidae","Polybius","Polybius henslowii",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Malacostraca","Amphipoda","Dexaminidae","Polycheria","Polycheria osborni",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys notatus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Poromitra","Poromitra crassiceps",0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Malacostraca","Amphipoda","Phrosinidae","Primno","Primno macropa",1,0,0,0,1,0,1,0,0,0,0,0,1,1
"Elasmobranchii","Carcharhiniformes","Carcharhinidae","Prionace","Prionace glauca",0,0,0,0,0,0,0,0,1,1,0,0,1,1
"Actinopterygii","Myctophiformes","Myctophidae","Protomyctophum","Protomyctophum crockeri",0,1,0,0,0,0,1,1,0,1,0,0,0,1
"Actinopterygii","Perciformes","Nomeidae","Psenes","Psenes pellucidus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Psettichthys","Psettichthys melanostictus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Branchiopoda","Onychopoda","Podonidae","Pseudevadne","Pseudevadne tergestina",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Argentiniformes","Bathylagidae","Pseudobathylagus","Pseudobathylagus milleri",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Psychrolutidae","Psychrolutes","Psychrolutes phrictus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Cephalopoda","Octopoda","Octopodidae","Pteroctopus","Pteroctopus tetracirrhus",0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Elasmobranchii","Myliobatiformes","Dasyatidae","Pteroplatytrygon","Pteroplatytrygon violacea",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Perciformes","Bramidae","Pterycombus","Pterycombus petersii",0,0,0,1,0,1,1,0,0,0,0,0,1,1
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis","Pterygioteuthis gemmata",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis","Pterygioteuthis giardi",0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis","Pterygioteuthis microlampas",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Thaliacea","Pyrosomatida","Pyrosomatidae","Pyrosoma","Pyrosoma atlanticum",1,0,0,0,0,0,1,0,1,1,0,0,1,1
"Cephalopoda","Oegopsida","Pyroteuthidae","Pyroteuthis","Pyroteuthis margaritifera",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Elasmobranchii","Rajiformes","Rajidae","Raja","Raja rhina",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Tetraodontiformes","Molidae","Ranzania","Ranzania laevis",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Gempylidae","Rexea","Rexea prometheoides",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Scorpaeniformes","Rhamphocottidae","Rhamphocottus","Rhamphocottus richardsonii",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii",0,1,0,0,0,0,1,0,1,0,0,0,0,1
"Malacostraca","Decapoda","Sergestidae","Robustosergia","Robustosergia robusta",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Bathymasteridae","Ronquilus","Ronquilus jordani",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Cephalopoda","Sepiida","Sepiolidae","Rossia","Rossia pacifica",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Thaliacea","Salpida","Salpidae","Salpa","Salpa maxima",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Scombridae","Sarda","Sarda chiliensis chiliensis",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Clupeiformes","Clupeidae","Sardina","Sardina pilchardus",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella","Sardinella aurita",0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax",0,1,0,0,0,0,1,1,1,1,0,0,1,1
"Cephalopoda","Octopoda","Octopodidae","Scaeurgus","Scaeurgus unicirrhus",0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber japonicus",1,1,0,0,0,0,1,1,1,1,1,0,1,1
"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox","Scomberesox saurus saurus",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Scombrolabracidae","Scombrolabrax","Scombrolabrax heterolepis",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Aulopiformes","Scoperlarchidae","Scopelarchus","Scopelarchus analis",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopeloberyx","Scopeloberyx robustus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Stephanoberyciformes","Melamphaidae","Scopelogadus","Scopelogadus bispinosus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Aulopiformes","Notosudidae","Scopelosaurus","Scopelosaurus hoedti",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Scorpaeniformes","Scorpaenidae","Scorpaena","Scorpaena guttata",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Malacostraca","Decapoda","Scyllaridae","Scyllarus","Scyllarus arctus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes aleutianus",0,1,0,0,0,0,1,1,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes alutus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes auriculatus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes aurora",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes babcocki",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes brevispinis",0,1,0,0,0,0,1,1,0,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes caurinus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes chlorostictus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes ciliatus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes crameri",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes dallii",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes diploproa",0,1,0,0,0,0,1,1,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes elongatus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes emphaeus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes entomelas",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes flavidus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes goodei",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes helvomaculatus",0,1,0,0,0,0,1,1,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes hopkinsi",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes jordani",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes levis",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes maliger",0,1,0,0,0,0,1,1,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes melanops",0,0,0,0,0,0,0,0,1,1,1,1,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes melanostomus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes miniatus",0,1,0,0,0,0,1,1,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes mystinus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes nigrocinctus",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes norvegicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes oculatus",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes ovalis",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes paucispinis",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes pinniger",0,0,0,0,0,0,0,0,1,0,1,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes polyspinis",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes proriger",0,1,0,0,0,0,1,1,1,0,1,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes rastrelliger",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes reedi",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes ruberrimus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes rufus",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes saxicola",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes semicinctus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes serranoides",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes serriceps",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes wilsoni",0,1,0,0,0,0,1,1,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes zacentrus",0,1,0,0,0,0,1,1,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastolobus","Sebastolobus altivelis",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Perciformes","Carangidae","Selene","Selene setapinnis",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Sepiida","Sepiolidae","Sepietta","Sepietta oweniana",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Carangidae","Seriola","Seriola lalandi",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","Sphyraena argentea",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","Spirinchus starksi",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","Spirinchus thaleichthys",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Cephalopoda","Spirulida","Spirulidae","Spirula","Spirula spirula",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Sparidae","Spondyliosoma","Spondyliosoma cantharus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Gastropoda","Pteropoda","Pneumodermatidae","Spongiobranchaea","Spongiobranchaea australis",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus acanthias",0,0,0,0,0,0,0,0,1,1,0,1,1,1
"Elasmobranchii","Squaliformes","Squalidae","Squalus","Squalus suckleyi",0,0,0,0,0,0,0,0,1,0,1,0,0,1
"Actinopterygii","Myctophiformes","Myctophidae","Stenobrachius","Stenobrachius leucopsarus",0,1,0,0,0,0,1,1,1,1,0,1,0,1
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx diaphana",1,1,0,0,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx obscura",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Cephalopoda","Oegopsida","Ommastrephidae","Sthenoteuthis","Sthenoteuthis oualaniensis",1,0,1,1,0,1,1,0,0,0,0,0,1,1
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis","Stigmatoteuthis dofleini",0,0,0,1,0,0,1,0,0,0,0,0,1,1
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis","Stigmatoteuthis hoylei",1,0,0,1,0,0,1,0,0,1,0,0,1,1
"Actinopterygii","Stomiiformes","Stomiidae","Stomias","Stomias atriventer",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Malacostraca","Amphipoda","Oxycephalidae","Streetsia","Streetsia challengeri",1,0,0,0,1,0,1,0,1,0,0,0,1,1
"Actinopterygii","Beloniformes","Belonidae","Strongylura","Strongylura exilis",0,1,0,0,0,0,1,0,0,1,0,0,0,1
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron","Stylocheiron abbreviatum",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Aulopiformes","Paralepididae","Sudis","Sudis hyalina",0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus barnardi",1,0,0,0,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis",0,0,0,0,0,0,0,1,1,1,0,1,1,1
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus evermanni",1,0,0,0,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus atricaudus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Syngnathiformes","Syngnathidae","Syngnathus","Syngnathus californiensis",0,1,0,0,0,0,1,1,0,1,0,0,0,1
"Actinopterygii","Aulopiformes","Synodontidae","Synodus","Synodus lucioceps",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Malacostraca","Decapoda","Oplophoridae","Systellaspis","Systellaspis debilis",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Stomiiformes","Stomiidae","Tactostoma","Tactostoma macropus",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia","Taningia danae",1,0,0,1,0,0,1,0,0,1,0,0,1,1
"Cephalopoda","Oegopsida","Cranchiidae","Taonius","Taonius pavo",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Perciformes","Bramidae","Taractes","Taractes asper",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Actinopterygii","Myctophiformes","Myctophidae","Tarletonbeania","Tarletonbeania crenularis",0,1,0,0,0,0,1,1,1,1,0,1,0,1
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus","Tetragonurus atlanticus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri",0,1,0,0,0,0,1,0,1,1,0,0,0,1
"Elasmobranchii","Torpediniformes","Torpedinidae","Tetronarce","Tetronarce californica",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia","Teuthowenia megalops",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys","Thaleichthys pacificus",0,1,0,0,0,0,1,0,1,1,1,0,0,1
"Malacostraca","Amphipoda","Hyperiidae","Themisto","Themisto gaudichaudii",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Thaliacea","Salpida","Salpidae","Thetys","Thetys vagina",0,0,0,0,0,0,0,0,1,1,0,1,0,1
"Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus alalunga",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Perciformes","Gempylidae","Thyrsitoides","Thyrsitoides marleyi",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Malacostraca","Euphausiacea","Euphausiidae","Thysanoessa","Thysanoessa spinifera",0,0,0,0,0,0,0,1,0,0,0,1,0,1
"Cephalopoda","Oegopsida","Thysanoteuthidae","Thysanoteuthis","Thysanoteuthis rhombus",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes","Todarodes pacificus",0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Cephalopoda","Oegopsida","Ommastrephidae","Todarodes","Todarodes sagittatus",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Cephalopoda","Oegopsida","Ommastrephidae","Todaropsis","Todaropsis eblanae",0,0,0,0,0,1,1,0,0,0,0,0,1,1
"Actinopterygii","Perciformes","Carangidae","Trachinotus","Trachinotus ovatus",1,0,0,0,0,0,1,0,0,0,0,0,1,1
"Actinopterygii","Lampriformes","Trachipteridae","Trachipterus","Trachipterus altivelis",0,0,0,0,0,0,0,0,1,1,0,0,0,1
"Actinopterygii","Lampriformes","Trachipteridae","Trachipterus","Trachipterus fukuzakii",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Lampriformes","Trachipteridae","Trachipterus","Trachipterus trachypterus",0,1,0,0,0,0,1,0,0,0,0,0,0,1
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus japonicus",0,0,1,0,0,0,1,0,0,0,0,0,0,1
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus symmetricus",0,1,0,0,0,0,1,1,1,1,0,0,0,1
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus",1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus","Tremoctopus gracilis",0,0,0,1,0,0,1,0,0,0,0,0,1,0
"Cephalopoda","Octopoda","Tremoctopodidae","Tremoctopus","Tremoctopus violaceus",1,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Perciformes","Trichiuridae","Trichiurus","Trichiurus lepturus",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Myctophiformes","Myctophidae","Triphoturus","Triphoturus mexicanus",0,1,0,0,0,0,1,1,1,1,0,0,0,1
"Cephalopoda","Vampyromorpha","Vampyroteuthidae","Vampyroteuthis","Vampyroteuthis infernalis",0,1,0,0,0,0,1,1,0,0,0,0,0,1
"Malacostraca","Amphipoda","Vibiliidae","Vibilia","Vibilia gibbosa",0,0,0,0,1,0,1,0,0,0,0,0,1,0
"Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria","Vinciguerria lucetia",0,1,0,0,0,0,1,0,0,1,0,0,0,1
"Cephalopoda","Oegopsida","Onychoteuthidae","Walvisteuthis","Walvisteuthis rancureli",1,0,0,1,0,0,1,0,0,0,0,0,1,0
"Actinopterygii","Scorpaeniformes","Agonidae","Xeneretmus","Xeneretmus latifrons",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Hexagrammidae","Zaniolepis","Zaniolepis frenata",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Actinopterygii","Scorpaeniformes","Hexagrammidae","Zaniolepis","Zaniolepis latipinnis",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Actinopterygii","Perciformes","Zaproridae","Zaprora","Zaprora silenus",0,0,0,0,0,0,0,0,0,1,1,1,0,1
